displayName,nflId,newId,tech
David Onyemata,43409,202209250066,3
Marcus Davenport,46083,202209250066,6
Kaden Elliss,48027,202209250066,5
Kaden Elliss,48027,202209250066,7
Shy Tuttle,48544,202209250066,1
Pete Werner,53489,202209250066,10
Cameron Jordan,37097,202209250087,7
Cameron Jordan,37097,202209250087,5
Cameron Jordan,37097,202209250087,6
Demario Davis,38607,202209250087,30
David Onyemata,43409,202209250087,4
Marcus Davenport,46083,202209250087,3
Kaden Elliss,48027,202209250087,5
Shy Tuttle,48544,202209250087,0
Pete Werner,53489,202209250087,20
Frank Clark,42406,202209250286,5
Chris Jones,43326,202209250286,2
Derrick Nnadi,46144,202209250286,2
Darius Harris,48259,202209250286,30
Nick Bolton,53487,202209250286,20
George Karlaftis,54495,202209250286,6
Eric Kendricks,42388,202209250463,30
Jordan Hicks,42427,202209250463,20
Danielle Hunter,42431,202209250463,5
Za'Darius Smith,42465,202209250463,7
Dalvin Tomlinson,44867,202209250463,3
Harrison Phillips,46165,202209250463,1
Chandler Jones,38551,202209250756,5
Andrew Billings,43411,202209250756,2
Jayon Brown,44968,202209250756,50
Bilal Nichols,46214,202209250756,2
Johnathan Abram,47810,202209250756,7
Maxx Crosby,47889,202209250756,5
Divine Deablo,53509,202209250756,20
Fletcher Cox,38542,202209250856,4
Javon Hargrave,43378,202209250856,3
Haason Reddick,44825,202209250856,7
Josh Sweat,46199,202209250856,5
Chauncey Gardner-Johnson,47888,202209250856,50
T.J. Edwards,48516,202209250856,00
Jordan Davis,54478,202209250856,0
Bobby Wagner,38577,202209251079,20
Aaron Donald,41239,202209251079,3
Leonard Floyd,43298,202209251079,70
Leonard Floyd,43298,202209251079,60
A'Shawn Robinson,43335,202209251079,4
Greg Gaines,47917,202209251079,0
Justin Hollins,47939,202209251079,5
Ernest Jones,53532,202209251079,30
Grady Jarrett,42480,202209251155,1
Rashaan Evans,46091,202209251155,40
Lorenzo Carter,46135,202209251155,6
Lorenzo Carter,46135,202209251155,7
Anthony Rush,48520,202209251155,3
Mykal Walker,52527,202209251155,20
Richie Grant,53469,202209251155,70
Richie Grant,53469,202209251155,60
Adetokunbo Ogundeji,53611,202209251155,7
Adetokunbo Ogundeji,53611,202209251155,6
Preston Smith,42381,202209251278,5
Kenny Clark,43316,202209251278,2
De'Vondre Campbell,43404,202209251278,10
Dean Lowry,43426,202209251278,1
Rashan Gary,47795,202209251278,7
Quay Walker,54487,202209251278,30
Preston Smith,42381,202209251299,5
Preston Smith,42381,202209251299,7
Kenny Clark,43316,202209251299,1
Jarran Reed,43338,202209251299,3
De'Vondre Campbell,43404,202209251299,10
Dean Lowry,43426,202209251299,50
Rashan Gary,47795,202209251299,5
DeShawn Williams,42826,202209251365,2
D.J. Jones,45011,202209251365,1
Bradley Chubb,46074,202209251365,7
Josey Jewell,46175,202209251365,20
Dre'Mont Jones,47854,202209251365,5
Jonathan Harris,48170,202209251365,4
Jonas Griffith,52706,202209251365,40
Nicholas Williams,40171,202209260081,3
Austin Calitro,45352,202209260081,20
Dexter Lawrence,47800,202209260081,1
Tae Crowder,52663,202209260081,30
Azeez Ojulari,53479,202209260081,7
Kayvon Thibodeaux,54470,202209260081,5
Emmanuel Ogbah,43321,202209290057,3
Elandon Roberts,43503,202209290057,10
Jerome Baker,46142,202209290057,70
Christian Wilkins,47796,202209290057,4
Raekwon Davis,52464,202209290057,0
Brandon Jones,52478,202209290057,7
Jaelan Phillips,53447,202209290057,5
Cameron Jordan,37097,202210020078,5
Demario Davis,38607,202210020078,40
Tyrann Mathieu,40017,202210020078,50
David Onyemata,43409,202210020078,3
Marcus Davenport,46083,202210020078,5
Shy Tuttle,48544,202210020078,2
Pete Werner,53489,202210020078,00
Calais Campbell,33131,202210020257,3
Jason Pierre-Paul,35454,202210020257,5
Josh Bynes,37778,202210020257,10
Patrick Queen,52436,202210020257,50
Broderick Washington,52578,202210020257,1
Odafe Oweh,53460,202210020257,5
Brandon Stephens,53533,202210020257,50
Jonathan Allen,44829,202210020456,1
Daron Payne,46082,202210020456,3
Montez Sweat,47809,202210020456,5
Cole Holcomb,47956,202210020456,20
James Smith-Williams,52637,202210020456,7
Jamin Davis,53448,202210020456,20
Michael Brockers,38544,202210020587,2
Charles Harris,44834,202210020587,6
Charles Harris,44834,202210020587,5
Alex Anzalone,44888,202210020587,00
DeShon Elliott,46259,202210020587,60
DeShon Elliott,46259,202210020587,50
Alim McNeill,53501,202210020587,1
Derrick Barnes,53542,202210020587,70
Derrick Barnes,53542,202210020587,60
Aidan Hutchinson,54467,202210020587,5
Malcolm Rodriguez,54653,202210020587,60
Malcolm Rodriguez,54653,202210020587,70
Khalil Mack,41231,202210020656,5
Kyle Van Noy,41269,202210020656,7
Austin Johnson,43332,202210020656,3
Sebastian Joseph,46264,202210020656,1
Drue Tranquill,47913,202210020656,20
Kenneth Murray,52431,202210020656,20
Denico Autry,42031,202210020756,5
Bud Dupree,42365,202210020756,70
Dylan Cole,45643,202210020756,10
Jeffery Simmons,47802,202210020756,1
David Long,47971,202210020756,30
Teair Tart,53073,202210020756,3
Denico Autry,42031,202210020777,5
Bud Dupree,42365,202210020777,7
Dylan Cole,45643,202210020777,00
Jeffery Simmons,47802,202210020777,4
David Long,47971,202210020777,50
Teair Tart,53073,202210020777,1
Robert Quinn,37087,202210020856,3
Joe Thomas,41599,202210020856,60
Joe Thomas,41599,202210020856,70
Al-Quadin Muhammad,45009,202210020856,7
Al-Quadin Muhammad,45009,202210020856,6
Nicholas Morrow,45345,202210020856,30
Roquan Smith,46077,202210020856,30
Justin Jones,46153,202210020856,4
Armon Watts,47973,202210020856,0
Robert Quinn,37087,202210020877,5
Joe Thomas,41599,202210020877,30
Al-Quadin Muhammad,45009,202210020877,6
Nicholas Morrow,45345,202210020877,10
Roquan Smith,46077,202210020877,70
Roquan Smith,46077,202210020877,50
Justin Jones,46153,202210020877,1
Armon Watts,47973,202210020877,1
Jaquan Brisker,54513,202210020877,7
Jaquan Brisker,54513,202210020877,5
Fletcher Cox,38542,202210020968,4
Javon Hargrave,43378,202210020968,3
Haason Reddick,44825,202210020968,5
Josh Sweat,46199,202210020968,7
Marcus Epps,47974,202210020968,70
T.J. Edwards,48516,202210020968,10
Jordan Davis,54478,202210020968,1
C.J. Mosley,41243,202210021056,20
Kwon Alexander,42467,202210021056,50
Sheldon Rankins,43301,202210021056,3
Carl Lawson,44929,202210021056,5
John Franklin-Myers,46204,202210021056,5
Quinnen Williams,47786,202210021056,1
Preston Smith,42381,202210021158,7
Kenny Clark,43316,202210021158,1
De'Vondre Campbell,43404,202210021158,10
Dean Lowry,43426,202210021158,3
Rashan Gary,47795,202210021158,5
Quay Walker,54487,202210021158,30
Randy Gregory,42403,202210021265,7
D.J. Jones,45011,202210021265,1
Bradley Chubb,46074,202210021265,5
Josey Jewell,46175,202210021265,20
Dre'Mont Jones,47854,202210021265,1
Jonas Griffith,52706,202210021265,70
Lavonte David,38588,202210021381,40
Shaquil Barrett,41915,202210021381,2
Rakeem Nunez-Roches,42560,202210021381,3
Vita Vea,46081,202210021381,1
Devin White,47788,202210021381,10
Joe Tryon,53461,202210021381,7
Arik Armstead,42360,202210030059,1
Samson Ebukam,44938,202210030059,5
Fred Warner,46139,202210030059,10
Nick Bosa,47785,202210030059,7
Dre Greenlaw,47931,202210030059,40
Kevin Givens,48123,202210030059,3
D.J. Jones,45011,202210060090,1
Bradley Chubb,46074,202210060090,7
Josey Jewell,46175,202210060090,30
Dre'Mont Jones,47854,202210060090,3
Jonas Griffith,52706,202210060090,10
Baron Browning,53534,202210060090,50
Nicholas Williams,40171,202210090066,6
Justin Ellis,41336,202210090066,2
Jaylon Smith,43323,202210090066,10
Jihad Ward,43333,202210090066,5
Dexter Lawrence,47800,202210090066,2
Tae Crowder,52663,202210090066,10
Kayvon Thibodeaux,54470,202210090066,7
Kayvon Thibodeaux,54470,202210090066,5
Cameron Heyward,37104,202210090196,1
Myles Jack,43325,202210090196,10
Larry Ogunjobi,44877,202210090196,3
Minkah Fitzpatrick,46080,202210090196,5
Devin Bush,47793,202210090196,30
Alex Highsmith,52510,202210090196,5
DeMarvin Leal,54549,202210090196,7
Khalil Mack,41231,202210090257,6
Khalil Mack,41231,202210090257,1
Khalil Mack,41231,202210090257,7
Kyle Van Noy,41269,202210090257,7
Kyle Van Noy,41269,202210090257,6
Austin Johnson,43332,202210090257,4
Morgan Fox,43791,202210090257,3
Sebastian Joseph,46264,202210090257,0
Drue Tranquill,47913,202210090257,40
Kenneth Murray,52431,202210090257,10
Robert Quinn,37087,202210090463,5
Al-Quadin Muhammad,45009,202210090463,7
Nicholas Morrow,45345,202210090463,70
Roquan Smith,46077,202210090463,20
Justin Jones,46153,202210090463,2
Armon Watts,47973,202210090463,2
Jaquan Brisker,54513,202210090463,50
Adrian Phillips,42116,202210090556,30
Matt Judon,43435,202210090556,7
Matt Judon,43435,202210090556,5
Deatrich Wise,44944,202210090556,4
Davon Godchaux,44991,202210090556,0
Ja'Whaun Bentley,46212,202210090556,40
Jahlani Tavai,47826,202210090556,50
Kyle Dugger,52445,202210090556,7
Kyle Dugger,52445,202210090556,5
Christian Barmore,53467,202210090556,4
Al Woods,35562,202210090665,0
Shelby Harris,41464,202210090665,3
Uchenna Nwosu,46117,202210090665,5
Poona Ford,46487,202210090665,4
Cody Barton,47871,202210090665,40
Jordyn Brooks,52435,202210090665,10
Boye Mafe,54505,202210090665,7
Boye Mafe,54505,202210090665,6
Al Woods,35562,202210090686,2
Shelby Harris,41464,202210090686,3
Uchenna Nwosu,46117,202210090686,7
Ryan Neal,46711,202210090686,70
Cody Barton,47871,202210090686,10
Jordyn Brooks,52435,202210090686,40
Darrell Taylor,52456,202210090686,5
Grady Jarrett,42480,202210090885,1
Rashaan Evans,46091,202210090885,10
Lorenzo Carter,46135,202210090885,50
Abdullah Anderson,46771,202210090885,3
Mykal Walker,52527,202210090885,50
Ta'Quon Graham,53577,202210090885,4
Adetokunbo Ogundeji,53611,202210090885,7
Adetokunbo Ogundeji,53611,202210090885,6
Shaq Thompson,42368,202210091079,60
Damien Wilson,42470,202210091079,30
Juston Burris,43407,202210091079,7
Matt Ioannidis,43441,202210091079,3
Cory Littleton,43797,202210091079,20
Brian Burns,47799,202210091079,5
Derrick Brown,52415,202210091079,0
Yetur Gross-Matos,52446,202210091079,4
Fletcher Cox,38542,202210091161,4
Javon Hargrave,43378,202210091161,2
Haason Reddick,44825,202210091161,5
Josh Sweat,46199,202210091161,5
Josh Sweat,46199,202210091161,7
T.J. Edwards,48516,202210091161,00
Jordan Davis,54478,202210091161,0
Frank Clark,42406,202210100057,5
Chris Jones,43326,202210100057,2
Derrick Nnadi,46144,202210100057,1
Darius Harris,48259,202210100057,20
Nick Bolton,53487,202210100057,10
George Karlaftis,54495,202210100057,2
Leo Chenal,54568,202210100057,30
Tashaun Gipson,38868,202210160087,60
Tashaun Gipson,38868,202210160087,70
Hassan Ridgeway,43405,202210160087,3
Samson Ebukam,44938,202210160087,6
Samson Ebukam,44938,202210160087,5
Fred Warner,46139,202210160087,10
Oren Burks,46157,202210160087,50
Dre Greenlaw,47931,202210160087,30
Charles Omenihu,47944,202210160087,7
Charles Omenihu,47944,202210160087,6
Kevin Givens,48123,202210160087,1
C.J. Mosley,41243,202210160256,50
Sheldon Rankins,43301,202210160256,1
Carl Lawson,44929,202210160256,5
Jordan Whitehead,46186,202210160256,20
John Franklin-Myers,46204,202210160256,7
Quinnen Williams,47786,202210160256,1
Quincy Williams,47881,202210160256,00
Melvin Ingram,38548,202210160485,5
Emmanuel Ogbah,43321,202210160485,5
Elandon Roberts,43503,202210160485,10
Jerome Baker,46142,202210160485,40
Christian Wilkins,47796,202210160485,3
Andrew Van Ginkel,47934,202210160485,7
Raekwon Davis,52464,202210160485,1
Cameron Jordan,37097,202210160582,5
Demario Davis,38607,202210160582,30
Tyrann Mathieu,40017,202210160582,70
David Onyemata,43409,202210160582,3
Marcus Davenport,46083,202210160582,7
Shy Tuttle,48544,202210160582,2
Pete Werner,53489,202210160582,20
Nicholas Williams,40171,202210160656,2
Leonard Williams,42349,202210160656,3
Jihad Ward,43333,202210160656,5
Dexter Lawrence,47800,202210160656,0
Tae Crowder,52663,202210160656,10
Kayvon Thibodeaux,54470,202210160656,7
Nicholas Williams,40171,202210160677,2
Leonard Williams,42349,202210160677,6
Dexter Lawrence,47800,202210160677,0
Tae Crowder,52663,202210160677,10
Kayvon Thibodeaux,54470,202210160677,7
Cameron Heyward,37104,202210160756,3
Myles Jack,43325,202210160756,30
Larry Ogunjobi,44877,202210160756,1
Devin Bush,47793,202210160756,40
Alex Highsmith,52510,202210160756,5
Isaiahh Loudermilk,53585,202210160756,7
Bobby Wagner,38577,202210160855,00
Aaron Donald,41239,202210160855,3
Leonard Floyd,43298,202210160855,5
A'Shawn Robinson,43335,202210160855,4
Taylor Rapp,47844,202210160855,70
Justin Hollins,47939,202210160855,7
Marquise Copeland,48770,202210160855,1
Shelby Harris,41464,202210160991,3
Uchenna Nwosu,46117,202210160991,7
Uchenna Nwosu,46117,202210160991,5
Poona Ford,46487,202210160991,4
Ryan Neal,46711,202210160991,70
Ryan Neal,46711,202210160991,50
Cody Barton,47871,202210160991,20
Bryan Mone,48198,202210160991,1
Jordyn Brooks,52435,202210160991,10
Boye Mafe,54505,202210160991,5
Fletcher Cox,38542,202210161166,4
Javon Hargrave,43378,202210161166,3
Haason Reddick,44825,202210161166,5
Kyzir White,46188,202210161166,30
Josh Sweat,46199,202210161166,7
Marcus Epps,47974,202210161166,50
T.J. Edwards,48516,202210161166,10
Jordan Davis,54478,202210161166,0
Mike Purcell,40347,202210170090,2
DeShawn Williams,42826,202210170090,2
Alex Singleton,42929,202210170090,00
D.J. Jones,45011,202210170090,1
Bradley Chubb,46074,202210170090,7
Dre'Mont Jones,47854,202210170090,5
J.J. Watt,37084,202210200080,5
Ben Niemann,46521,202210200080,10
Zach Allen,47848,202210200080,2
Rashard Lawrence,52539,202210200080,1
Victor Dimukeje,53639,202210200080,5
Calais Campbell,33131,202210230056,5
Jason Pierre-Paul,35454,202210230056,5
Josh Bynes,37778,202210230056,60
Patrick Queen,52436,202210230056,00
Justin Madubuike,52479,202210230056,3
Malik Harrison,52506,202210230056,5
Malik Harrison,52506,202210230056,7
Travis Jones,54541,202210230056,1
Shaq Thompson,42368,202210230156,50
Damien Wilson,42470,202210230156,10
Frankie Luvu,46527,202210230156,50
Brian Burns,47799,202210230156,5
Derrick Brown,52415,202210230156,1
Yetur Gross-Matos,52446,202210230156,70
Bravvion Roy,52592,202210230156,3
Grady Jarrett,42480,202210230291,2
Rashaan Evans,46091,202210230291,10
Lorenzo Carter,46135,202210230291,7
Mykal Walker,52527,202210230291,50
Ta'Quon Graham,53577,202210230291,2
Adetokunbo Ogundeji,53611,202210230291,5
Alex Anzalone,44888,202210230378,10
DeShon Elliott,46259,202210230378,3
DeShon Elliott,46259,202210230378,5
Isaiah Buggs,47975,202210230378,0
Julian Okwara,52475,202210230378,3
Alim McNeill,53501,202210230378,3
Aidan Hutchinson,54467,202210230378,5
Josh Paschal,54511,202210230378,2
Malcolm Rodriguez,54653,202210230378,40
Rodney McLeod,38843,202210230598,50
DeForest Buckner,43296,202210230598,3
Yannick Ngakoue,43358,202210230598,5
Grover Stewart,44957,202210230598,1
Tyquan Lewis,46133,202210230598,5
Zaire Franklin,46304,202210230598,40
Bobby Okereke,47872,202210230598,10
E.J. Speed,47947,202210230598,5
Jonathan Allen,44829,202210230658,4
Daron Payne,46082,202210230658,0
Montez Sweat,47809,202210230658,5
Cole Holcomb,47956,202210230658,20
James Smith-Williams,52637,202210230658,2
Jamin Davis,53448,202210230658,20
Jerry Hughes,35470,202210230862,3
Christian Kirksey,41300,202210230862,20
Maliek Collins,43356,202210230862,2
Kamu Grugier-Hill,43497,202210230862,10
Rasheem Green,46148,202210230862,2
Garret Wallow,53599,202210230862,7
Roy Lopez,53624,202210230862,0
Jalen Pitre,54502,202210230862,70
Jerry Hughes,35470,202210230883,2
Christian Kirksey,41300,202210230883,10
Maliek Collins,43356,202210230883,3
Rasheem Green,46148,202210230883,5
Roy Lopez,53624,202210230883,1
Christian Harris,54540,202210230883,20
Khalil Mack,41231,202210230988,6
Khalil Mack,41231,202210230988,7
Kyle Van Noy,41269,202210230988,7
Kyle Van Noy,41269,202210230988,6
Austin Johnson,43332,202210230988,3
Sebastian Joseph,46264,202210230988,2
Drue Tranquill,47913,202210230988,20
Kenneth Murray,52431,202210230988,40
Frank Clark,42406,202210231056,6
Frank Clark,42406,202210231056,7
Chris Jones,43326,202210231056,3
Derrick Nnadi,46144,202210231056,2
Willie Gay,52471,202210231056,40
Nick Bolton,53487,202210231056,20
George Karlaftis,54495,202210231056,7
George Karlaftis,54495,202210231056,6
Leo Chenal,54568,202210231056,70
Leo Chenal,54568,202210231056,60
Robert Quinn,37087,202210240066,5
Al-Quadin Muhammad,45009,202210240066,7
Nicholas Morrow,45345,202210240066,40
Roquan Smith,46077,202210240066,20
Justin Jones,46153,202210240066,3
Armon Watts,47973,202210240066,0
Jaquan Brisker,54513,202210240066,7
Roy Robertson-Harris,43787,202210300086,2
Folorunso Fatukasi,46249,202210300086,3
Foyesade Oluokun,46269,202210300086,60
Josh Allen,47790,202210300086,7
Davon Hamilton,52481,202210300086,1
Devin Lloyd,54492,202210300086,00
Al-Quadin Muhammad,45009,202210300285,5
Nicholas Morrow,45345,202210300285,10
Roquan Smith,46077,202210300285,20
Justin Jones,46153,202210300285,2
Armon Watts,47973,202210300285,1
Elandon Roberts,43503,202210300396,30
Duke Riley,44887,202210300396,50
Jerome Baker,46142,202210300396,30
Zach Sieler,46307,202210300396,3
Christian Wilkins,47796,202210300396,4
Andrew Van Ginkel,47934,202210300396,6
Andrew Van Ginkel,47934,202210300396,7
Raekwon Davis,52464,202210300396,0
Jaelan Phillips,53447,202210300396,5
Jerry Hughes,35470,202210300456,5
Christian Kirksey,41300,202210300456,30
Rasheem Green,46148,202210300456,5
Jalen Pitre,54502,202210300456,70
Christian Harris,54540,202210300456,10
Thomas Booker,54615,202210300456,3
Kurt Hinish,55045,202210300456,1
Jerry Hughes,35470,202210300477,7
Jerry Hughes,35470,202210300477,6
